"OAFID","solar","GroupName","X..Repaid","TotalEnrolledSeasons","NewMember","Treatment","DistrictName","SiteName","Maize.acres","Cookstove.qty","Maize.adoption","TotalCredit"
37371,1,"Osiepe",55.3,3,"False","C","Kabondo","Kakangutu East",0.5,0,1,14100
43505,0,"Negiwangi",22.9,1,"True","C","Kabondo","Kakangutu East",0.5,1,1,9575
42636,0,"Cham Luchi",33.9,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
41514,0,"Othoro West",43.6,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
44965,1,"Wema",17.6,1,"True","C","Kabondo","Kakangutu East",0.25,0,1,5675
34360,1,"Osiepe",26.6,4,"False","C","Kabondo","Kakangutu East",0.5,0,1,13675
41558,0,"Anyona",84,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
41589,0,"Osiepe",71.5,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,7200
44109,0,"Othoro West",52.9,1,"True","C","Kabondo","Kakangutu East",1,0,1,10385
17938,0,"Othoro West",24.2,6,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
37966,0,"Anyona",14.4,3,"False","C","Kabondo","Kakangutu East",1,0,1,10385
43514,0,"Sibuor Tin",35.5,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6185
12997,1,"Hope",38,6,"False","C","Kabondo","Kakangutu East",0.5,0,1,13675
43506,0,"Negiwangi",17.1,1,"True","C","Kabondo","Kakangutu East",0.25,0,1,7275
43513,0,"Mordern",24.2,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6185
41654,0,"Negiwangi",28.8,2,"False","C","Kabondo","Kakangutu East",0.25,0,1,7275
41582,0,"Wema",18.2,2,"False","C","Kabondo","Kakangutu East",1,0,1,10385
30222,0,"Anyona",48.5,4,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
44970,0,"Cham Luchi",33.1,1,"True","C","Kabondo","Kakangutu East",0.75,0,1,8590
41595,0,"Osiepe",35.5,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
35824,0,"Sibuor",41.2,3,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
43510,2,"Negiwangi",26.6,1,"True","C","Kabondo","Kakangutu East",0.25,0,1,11465
43504,0,"Negiwangi",76.6,1,"True","C","Kabondo","Kakangutu East",0.25,0,1,4275
41544,0,"Sibuor Tin",40.9,2,"False","C","Kabondo","Kakangutu East",0.75,0,1,8590
45556,0,"Aminaroli",19.4,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6185
41525,0,"Junction",49.7,2,"False","C","Kabondo","Kakangutu East",0.25,0,1,7275
35845,1,"Mordern",19.5,3,"False","C","Kabondo","Kakangutu East",0.25,0,1,7675
41658,1,"Negiwangi",25.4,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,13000
44966,0,"Wema",12.1,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6185
44107,0,"Othoro West",5.2,1,"True","C","Kabondo","Kakangutu East",0.5,1,1,9575
42632,1,"Kango",43.8,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,13675
37362,2,"Kango",19.1,3,"False","C","Kabondo","Kakangutu East",1,0,1,15700
44094,1,"Odwadu",26.3,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,8170
45558,0,"Aminaroli",32.6,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6575
38025,1,"Sibuor",27.8,3,"False","C","Kabondo","Kakangutu East",0.5,0,1,13675
41591,1,"Osiepe",47.7,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,14455
41655,1,"Negiwangi",40.6,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,8975
37998,1,"Sibuor Tin",42,3,"False","C","Kabondo","Kakangutu East",0.5,0,1,13675
41482,0,"Hope",59.8,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
44967,0,"Anyona",67.9,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6185
41614,0,"Osiepe",71.5,2,"False","C","Kabondo","Kakangutu East",0.25,0,1,4575
12978,1,"Othoro West",12.3,6,"False","C","Kabondo","Kakangutu East",0.5,0,1,14260
38891,1,"Komala",25.2,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,13675
30226,1,"Anyona",36,4,"False","C","Kabondo","Kakangutu East",0.75,0,1,19660
41674,0,"Sibuor",30.5,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,6575
42634,1,"Kango",18.7,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,17615
37333,0,"faith",25.8,3,"False","C","Kabondo","Kakangutu East",0.75,0,1,11980
38884,0,"Komala",26.3,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,9875
41598,0,"Osiepe",27.4,2,"False","C","Kabondo","Kakangutu East",0.25,0,1,7275
41519,1,"Othoro West",24.1,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,14260
44108,0,"Othoro West",39.4,1,"True","C","Kabondo","Kakangutu East",1,0,1,10385
43516,0,"Sibuor Tin",34.9,1,"True","C","Kabondo","Kakangutu East",0.75,0,1,8590
30243,1,"Komala",14,4,"False","C","Kabondo","Kakangutu East",0.5,0,1,14230
42661,0,"Mordern",24.7,2,"False","C","Kabondo","Kakangutu East",0.25,0,1,4035
35842,0,"Mordern",49.3,3,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
45240,0,"Mirani",27.4,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6185
45557,0,"Aminaroli",17.4,1,"True","C","Kabondo","Kakangutu East",0.75,0,1,8590
43511,0,"faith",51.4,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6185
41527,0,"Got Kututu",23.6,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,10550
45555,0,"Aminaroli",13.9,1,"True","C","Kabondo","Kakangutu East",0.75,0,1,8590
45239,0,"Mirani",25.6,1,"True","C","Kabondo","Kakangutu East",0.75,0,1,8590
44099,1,"Got Kututu",40.1,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,9975
41599,1,"Osiepe",58.7,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,12445
37339,1,"Othoro West",10,3,"False","C","Kabondo","Kakangutu East",0.5,0,1,9975
41530,1,"Sibuor Tin",24.4,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,15465
44113,0,"Komala",100,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6185
44102,0,"Got Kututu",39.6,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6185
41498,1,"Cham Luchi",79.2,2,"False","C","Kabondo","Kakangutu East",0.25,0,1,5675
44112,1,"Komala",67.4,1,"True","C","Kabondo","Kakangutu East",0.25,0,1,6675
43517,0,"Sibuor Tin",30.7,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,6185
37364,0,"Komala",33.2,3,"False","C","Kabondo","Kakangutu East",0.5,0,1,7975
45236,0,"Osiepe",47.2,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,10165
44111,0,"Komala",17.4,1,"True","C","Kabondo","Kakangutu East",0.5,0,1,9725
35823,0,"Got Kututu",9.3,3,"False","C","Kabondo","Kakangutu East",0.5,0,1,9575
44097,1,"Odwadu",30.1,1,"True","C","Kabondo","Kakangutu East",0.25,0,1,5675
38916,0,"faith",33.7,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
31833,0,"Mirani",19.4,3,"False","C","Kabondo","Kakangutu East",0.5,0,1,6185
42676,1,"Mirani",23.2,2,"False","C","Kabondo","Kakangutu East",0.5,0,1,15465
46016,0,"Pamoja",20.3,1,"True","C","Kabondo","Kakangutu West",0.5,1,1,14755
45987,0,"Ber pile",58.3,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,4025
44245,0,"Kauma",28.1,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,4080
45988,0,"Ber pile",43.6,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,6185
45983,0,"Ber pile",14.7,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,4080
46026,1,"Minya",22.7,1,"True","C","Kabondo","Kakangutu West",0,0,0,4170
44258,0,"Katem",31.6,1,"True","C","Kabondo","Kakangutu West",0.25,1,1,7275
35406,0,"Tich Ber",36.7,3,"False","C","Kabondo","Kakangutu West",0.25,0,1,4080
45978,2,"oluti",17.8,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,10465
45990,0,"Ber pile",20.8,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,4080
45970,0,"Border",30.2,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7275
45986,0,"Ber pile",28.5,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,4025
45975,0,"Border",20.8,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,9575
46014,0,"Pamoja",42.2,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,4130
46027,2,"Minya",9.7,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,12765
44261,0,"Katem",15,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,7975
41085,1,"Miriu",13.1,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,13675
39209,0,"Tich Ber",62.6,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,7975
39201,1,"chamngi wadu",8.4,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,15465
45984,0,"Ber pile",58.7,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7275
45980,2,"oluti",15,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,10765
44260,2,"Katem",27.4,1,"True","C","Kabondo","Kakangutu West",0,0,0,8375
46001,0,"Ting Pachi",14.5,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,6185
44248,1,"Kauma",29.9,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
44251,0,"Hawi",16.4,1,"True","C","Kabondo","Kakangutu West",1,0,1,12175
42190,1,"Keyo",14.6,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,17065
46028,1,"Minya",16.3,1,"True","C","Kabondo","Kakangutu West",0,0,0,4585
46024,1,"Minya",14.4,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,8975
45973,0,"Border",40.7,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,9575
46031,0,"Minya",11.4,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,9575
46029,1,"Minya",65.6,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,11065
43763,1,"Chungni Kimiyi",18.6,1,"True","C","Kabondo","Kakangutu West",0,0,0,4830
39199,1,"chamngi wadu",14.6,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,13675
43419,2,"Tich Ber",29,1,"True","C","Kabondo","Kakangutu West",0,0,0,6375
41089,1,"Miriu",53.9,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,13675
44252,0,"Hawi",17.6,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,5675
46002,0,"Ting Pachi",9.3,1,"True","C","Kabondo","Kakangutu West",0.25,1,1,10665
44246,1,"Kauma",22.4,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,6675
44264,1,"Miriu",13.3,1,"True","C","Kabondo","Kakangutu West",0,0,0,5975
45977,0,"Border",12.2,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,4080
39192,1,"chamngi wadu",29.8,2,"False","C","Kabondo","Kakangutu West",0.25,0,1,6675
46025,1,"Minya",22.5,1,"True","C","Kabondo","Kakangutu West",0,0,0,7975
46030,0,"Minya",6.2,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,9575
45982,0,"Ber pile",22.2,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,6735
43780,1,"Ahango",9.1,1,"True","C","Kabondo","Kakangutu West",0,0,0,7975
43779,1,"Ahango",7.8,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
39191,1,"chamngi wadu",29.2,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,17065
44262,1,"Katem",22.1,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
43759,0,"Together",26.5,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,6185
44254,0,"Hawi",21,1,"True","C","Kabondo","Kakangutu West",1,0,1,13775
46000,1,"Ting Pachi",9,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,9975
45999,0,"Ting Pachi",10.4,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,9575
39070,1,"Together",37.1,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,13675
32609,1,"Keyo",22.8,4,"False","C","Kabondo","Kakangutu West",0.75,0,1,16080
44788,0,"Kinda Eteko",14,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7825
39169,1,"chamngi wadu",25.4,2,"False","C","Kabondo","Kakangutu West",0.25,0,1,7675
43770,1,"Chungni Kimiyi",9.1,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
43760,0,"Together",57.3,1,"True","C","Kabondo","Kakangutu West",0,0,0,4185
39063,0,"Together",15.4,2,"False","C","Kabondo","Kakangutu West",0.25,0,1,9065
45981,1,"oluti",13,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
43756,0,"Together",12.3,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,5675
45994,1,"kabula",46.4,1,"True","C","Kabondo","Kakangutu West",0,0,0,5135
44259,1,"Katem",29.9,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,6675
44244,1,"Kauma",24.8,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,10065
44247,1,"Kauma",20.1,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
43773,1,"Ahango",10.1,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7920
39108,1,"Pogne Wadu",3.6,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,13675
36875,2,"Keyo",5.3,3,"False","C","Kabondo","Kakangutu West",0.25,0,1,9465
39194,1,"Pogne Wadu",17.7,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,14065
46010,1,"Pap",17.9,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,6675
46008,1,"Pap",24.6,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,5675
46006,1,"Pap",22.1,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
43755,0,"Together",24.8,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,4025
45989,1,"Ber pile",22.5,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,6775
39111,1,"Pamoja",10.2,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,13675
44253,0,"Hawi",20.2,1,"True","C","Kabondo","Kakangutu West",1,0,1,10385
44257,0,"Katem",40.9,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,6185
39196,1,"chamngi wadu",16.9,2,"False","C","Kabondo","Kakangutu West",0.25,0,1,10310
46022,0,"Pamoja",24.2,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,6185
46015,1,"Pamoja",13.1,1,"True","C","Kabondo","Kakangutu West",0,0,0,4465
45976,0,"Border",29.4,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,4080
45979,1,"oluti",54.5,1,"True","C","Kabondo","Kakangutu West",0,0,0,4585
45971,1,"Border",38.3,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,5675
45997,1,"kabula",21.8,1,"True","C","Kabondo","Kakangutu West",0,0,0,4585
35091,0,"Tich Ber",31.3,3,"False","C","Kabondo","Kakangutu West",0.5,0,1,9575
39212,0,"Tich Ber",26.3,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,11365
46023,0,"Pamoja",29.8,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,8365
39211,1,"Tich Ber",26.4,2,"False","C","Kabondo","Kakangutu West",0.25,0,1,5675
36876,2,"Keyo",12,3,"False","C","Kabondo","Kakangutu West",1,0,1,20665
39166,1,"chamngi wadu",4.2,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,11765
46021,1,"Pamoja",6.5,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
41092,1,"Miriu",3.6,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,13675
43778,1,"Ahango",9.7,1,"True","C","Kabondo","Kakangutu West",0,0,0,5135
39190,1,"Pogne Wadu",10.6,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,14065
45969,0,"Border",27.4,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7275
43768,1,"Chungni Kimiyi",9.1,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
46019,1,"Pamoja",11.6,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,9465
46020,0,"Pamoja",31.6,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7275
43753,0,"Together",38.5,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,12465
35093,1,"Tich Ber",7.3,3,"False","C","Kabondo","Kakangutu West",0.5,0,1,13675
39223,1,"Tich Ber",20.5,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,17065
45996,1,"kabula",9.7,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
46018,1,"Pamoja",18.2,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,11365
45991,0,"kabula",11.6,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,9965
44794,1,"Kinda Eteko",21.8,1,"True","C","Kabondo","Kakangutu West",0,0,0,4585
39193,1,"Pogne Wadu",5.8,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,13675
43781,0,"Ahango",12.6,1,"True","C","Kabondo","Kakangutu West",0,0,0,4735
41088,0,"Miriu",17.9,2,"False","C","Kabondo","Kakangutu West",0,0,0,4185
43775,1,"Ahango",13.3,1,"True","C","Kabondo","Kakangutu West",0,0,0,4135
41109,0,"Kinda Eteko",12.7,2,"False","C","Kabondo","Kakangutu West",0.25,0,1,7825
46005,1,"Pap",14,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,5675
46009,0,"Pap",33.5,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7665
43769,1,"Chungni Kimiyi",9.1,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
46004,1,"Pap",25.9,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,9975
35399,0,"Tich Ber",37.8,3,"False","C","Kabondo","Kakangutu West",0.25,0,1,7275
39220,1,"Tich Ber",28,2,"False","C","Kabondo","Kakangutu West",0.75,0,1,15770
45998,0,"Ting Pachi",50.1,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,6185
46003,1,"Ting Pachi",13,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
44791,1,"Kinda Eteko",18.8,1,"True","C","Kabondo","Kakangutu West",0,0,0,7975
44797,1,"Hope",22.4,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,6675
43777,1,"Ahango",13.6,1,"True","C","Kabondo","Kakangutu West",0,0,0,7975
44796,1,"Hope",19.7,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,10170
44792,0,"Kinda Eteko",42,1,"True","C","Kabondo","Kakangutu West",0,0,0,4185
44793,1,"Kinda Eteko",23.9,1,"True","C","Kabondo","Kakangutu West",0,0,0,4585
44789,0,"Kinda Eteko",15.1,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7275
46013,0,"Pap",12.9,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,6185
44801,0,"Hope",8.5,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,5825
45992,1,"kabula",18.4,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,10065
44795,0,"Kinda Eteko",25.5,1,"True","C","Kabondo","Kakangutu West",0,0,0,6260
44790,0,"Kinda Eteko",16.4,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7275
44802,0,"Hope",24.2,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,6185
46012,0,"Pap",15.3,1,"True","C","Kabondo","Kakangutu West",0.5,0,1,6185
43766,0,"Chungni Kimiyi",23,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,6065
41103,1,"Kinda Eteko",15.9,2,"False","C","Kabondo","Kakangutu West",0.5,0,1,15465
44798,1,"Hope",7.3,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,9465
43762,1,"Chungni Kimiyi",40.7,1,"True","C","Kabondo","Kakangutu West",0,0,0,7975
44266,1,"Pogne Wadu",9.1,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,7675
43783,1,"chamngi wadu",31,1,"True","C","Kabondo","Kakangutu West",0.25,0,1,8225
43765,1,"Chungni Kimiyi",38.8,1,"True","C","Kabondo","Kakangutu West",0,0,0,4585
39392,0,"Kowidi",47.5,2,"False","T","Kabondo","Kakumu",0.25,0,1,7470
42059,1,"Lwanda",6.7,2,"False","T","Kabondo","Kakumu",0.25,0,1,11065
25314,2,"Central",6.5,5,"False","T","Kabondo","Kakumu",0.5,0,1,22945
39394,1,"Kowidi",16,2,"False","T","Kabondo","Kakumu",0.5,0,1,9975
39373,0,"Central",48.5,2,"False","T","Kabondo","Kakumu",0.5,0,1,6185
39408,1,"Central",12.5,2,"False","T","Kabondo","Kakumu",0.5,0,1,8975
44705,0,"Lwanda",9.9,1,"True","T","Kabondo","Kakumu",0.5,0,1,10550
43943,0,"Kowidi",41.9,1,"True","T","Kabondo","Kakumu",0.25,0,1,7275
39364,0,"Jotigo",64.6,2,"False","T","Kabondo","Kakumu",0.5,0,1,6185
39361,0,"Jotigo",34.4,2,"False","T","Kabondo","Kakumu",0.5,0,1,6965
39359,0,"Jotigo",26.8,2,"False","T","Kabondo","Kakumu",0.25,0,1,7275
39409,1,"Miriu",20.2,2,"False","T","Kabondo","Kakumu",0.75,0,1,12355
39407,1,"Miriu",31.4,2,"False","T","Kabondo","Kakumu",0.25,0,1,6675
43947,0,"Miriu",28.4,1,"True","T","Kabondo","Kakumu",0.5,0,1,9575
39377,0,"Miriu",25.7,2,"False","T","Kabondo","Kakumu",0.25,0,1,3885
39378,0,"Miriu",30.7,2,"False","T","Kabondo","Kakumu",0.5,0,1,6185
39391,0,"Kowidi",52.3,2,"False","T","Kabondo","Kakumu",0.5,0,1,8125
46168,1,"Kinda Ber",33,1,"True","T","Kabondo","Kakumu",0.25,0,1,7825
46167,0,"Kinda Ber",24.2,1,"True","T","Kabondo","Kakumu",0.5,0,1,6185
46172,1,"Kinda Ber",18.5,1,"True","T","Kabondo","Kakumu",0.25,0,1,9720
46171,2,"Kinda Ber",25.4,1,"True","T","Kabondo","Kakumu",0.5,0,1,11765
42060,0,"Kinda Ber",37.3,2,"False","T","Kabondo","Kakumu",0.5,0,1,9575
46169,0,"Kinda Ber",36.7,1,"True","T","Kabondo","Kakumu",0.25,0,1,4080
38340,1,"Kinda Ber",18,2,"False","T","Kabondo","Kakumu",0.5,0,1,9975
39362,0,"Jotigo",5.8,2,"False","T","Kabondo","Kakumu",0.75,0,1,8590
39390,0,"Kowidi",18,2,"False","T","Kabondo","Kakumu",0.5,0,1,6380
43942,1,"Kowidi",26,1,"True","T","Kabondo","Kakumu",0.5,0,1,9975
43278,1,"Onyalo Biro",7.7,2,"False","T","Kabondo","Kakumu",0.5,0,1,17065
43280,1,"Onyalo Biro",10.9,2,"False","T","Kabondo","Kakumu",0.5,0,1,13675
44124,0,"Opanga",33.6,1,"True","T","Kabondo","Kakumu",0.25,0,1,4665
44709,1,"Central",19.3,1,"True","T","Kabondo","Kakumu",0.25,0,1,5675
40105,0,"Kowidi",32.3,2,"False","T","Kabondo","Kakumu",0.25,0,1,7275
44704,0,"Lwanda",33.2,1,"True","T","Kabondo","Kakumu",1,0,1,10385
42044,0,"Lwanda",5.5,2,"False","T","Kabondo","Kakumu",0.25,0,1,9065
39382,1,"Cham Luchi",32.9,2,"False","T","Kabondo","Kakumu",0.25,0,1,6675
42065,0,"Lwanda",32.3,2,"False","T","Kabondo","Kakumu",0.5,0,1,6185
42068,0,"Lwanda",8,2,"False","T","Kabondo","Kakumu",0.5,0,1,6185
34152,1,"Cham Luchi",38.6,4,"False","T","Kabondo","Kakumu",0.5,0,1,17065
46162,0,"Gweno kipodi",9.7,1,"True","T","Kabondo","Kakumu",0.5,0,1,6185
46159,0,"Gweno kipodi",23.9,1,"True","T","Kabondo","Kakumu",0.75,0,1,12175
46166,1,"Gweno kipodi",37.4,1,"True","T","Kabondo","Kakumu",0.25,0,1,6675
46160,0,"Gweno kipodi",35,1,"True","T","Kabondo","Kakumu",0.25,0,1,9065
42073,1,"Gweno kipodi",13.9,2,"False","T","Kabondo","Kakumu",0.5,0,1,10765
46161,0,"Gweno kipodi",20.2,1,"True","T","Kabondo","Kakumu",0.5,0,1,9575
44120,0,"Iwelu North",17.7,1,"True","T","Kabondo","Kakumu",0.5,0,1,9575
24557,0,"Iwelu North",39.9,6,"False","T","Kabondo","Kakumu",1,0,1,13775
30281,1,"Iwelu North",20.2,4,"False","T","Kabondo","Kakumu",0.5,0,1,12365
44121,0,"Iwelu North",56.5,1,"True","T","Kabondo","Kakumu",0.5,0,1,6185
36760,0,"Jotigo",36,3,"False","T","Kabondo","Kakumu",0.5,0,1,10265
43924,0,"Jotigo",29.9,1,"True","T","Kabondo","Kakumu",0.5,0,1,6185
42054,0,"Nguvu",26.6,2,"False","T","Kabondo","Kakumu",0.5,0,1,6185
39413,1,"Nyamariwa",24.5,2,"False","T","Kabondo","Kakumu",0.5,0,1,8975
36797,0,"Nyamariwa",41.3,3,"False","T","Kabondo","Kakumu",0.5,0,1,6185
39363,0,"Jotigo",46.5,2,"False","T","Kabondo","Kakumu",0.25,0,1,4080
34122,0,"Jotigo",63.5,4,"False","T","Kabondo","Kakumu",0.75,0,1,12280
40824,1,"Jwelu",11.1,2,"False","T","Kabondo","Kakumu",0.5,0,1,13675
40825,1,"Jwelu",22,2,"False","T","Kabondo","Kakumu",0.25,0,1,6675
30296,0,"Jwelu",48.5,4,"False","T","Kabondo","Kakumu",0.5,0,1,6185
25316,1,"Jwelu",22.1,5,"False","T","Kabondo","Kakumu",0.5,0,1,13675
46170,0,"Kinda Ber",35.2,1,"True","T","Kabondo","Kakumu",0.25,0,1,5675
42050,0,"Kinda Ber",23.1,2,"False","T","Kabondo","Kakumu",0.25,0,1,3885
39374,0,"Ondisore",17.7,2,"False","T","Kabondo","Kakumu",0.5,0,1,9575
40106,2,"Ondisore",7.9,2,"False","T","Kabondo","Kakumu",0.5,0,1,13765
40104,1,"Ondisore",23.9,2,"False","T","Kabondo","Kakumu",0.5,0,1,13675
36796,1,"Kowidi",24.8,3,"False","T","Kabondo","Kakumu",0.5,0,1,14065
44708,0,"Central",30,1,"True","T","Kabondo","Kakumu",0.25,0,1,4080
44707,0,"Central",32.7,1,"True","T","Kabondo","Kakumu",0.25,0,1,4035
44115,0,"Onyalo Biro",27.2,1,"True","T","Kabondo","Kakumu",0.25,0,1,4845
43934,1,"osiepe",4.6,1,"True","T","Kabondo","Kakumu",0.5,0,1,10765
45132,0,"Ramogi",53.9,1,"True","T","Kabondo","Kakumu",0.25,0,1,4080
34132,1,"Opanga",55.9,4,"False","T","Kabondo","Kakumu",0.5,0,1,14650
36756,1,"Cham Luchi",15.7,3,"False","T","Kabondo","Kakumu",0.5,0,1,13675
43946,0,"Cham Luchi",49.3,1,"True","T","Kabondo","Kakumu",0.25,0,1,9065
39386,0,"Cham Luchi",61.9,2,"False","T","Kabondo","Kakumu",0.25,0,1,4275
39371,0,"Opanga",27.1,2,"False","T","Kabondo","Kakumu",1,0,1,14750
39384,1,"Cham Luchi",38.7,2,"False","T","Kabondo","Kakumu",0.5,0,1,13675
39383,1,"Cham Luchi",32.9,2,"False","T","Kabondo","Kakumu",0.25,0,1,6675
44122,0,"Opanga",34.3,1,"True","T","Kabondo","Kakumu",0.25,0,1,4080
